275,1,0.57,0.25,0.1,DarkKnight247,BadOutfit
276,0,1.0,1.0,0.5,IlxxxlI,gust
277,0,2.5,1.0,0.5,gust,AironVega
278,2,26.13,1.0,0.5,Ice Bank Mice Elf,IlxxxlI
279,0,6.9,1.0,0.5,Open_Seat,Ice Bank Mice Elf
280,3,1.71,0.25,0.1,Flushdogg,ISULDURR
281,0,2.5,1.0,0.5,IlxxxlI,gust
282,2,4.43,0.25,0.1,Parcker,IlxxxlI
283,3,108.1,1.0,0.5,Zackrei,IlxxxlI
284,1,2.85,1.0,0.5,winnipuh,Ice Bank Mice Elf
285,1,0.72,0.25,0.1,IlxxxlI,DarkKnight247
286,3,2.24,0.25,0.1,IlxxxlI,CodyCap
287,0,2.5,1.0,0.5,Pimpika,IlxxxlI
288,3,9.69,1.0,0.5,Gargantuatua,IlxxxlI
289,0,0.6,0.25,0.1,Parcker,IlxxxlI
290,0,0.85,0.25,0.1,dtnfk,Parcker
291,2,2.24,0.25,0.1,Parcker,Flushdogg
292,1,2.24,0.25,0.1,Parcker,IlxxxlI
293,3,62.25,1.0,0.5,IlxxxlI,Open_Seat
294,0,2.5,1.0,0.5,Ice Bank Mice Elf,Pimpika
295,1,4.28,1.0,0.5,Pimpika,Zackrei
296,2,13.78,1.0,0.5,Portly23,winnipuh
297,3,3.89,0.25,0.1,FirstClan,dtnfk
298,0,2.5,1.0,0.5,WomboComboAA,IlxxxlI
299,0,0.2,0.25,0.1,bclever,FirstClan
300,1,0.95,0.25,0.1,joeyzzz,Parcker
301,0,2.5,1.0,0.5,Portly23,Ice Bank Mice Elf
302,0,0.6,0.25,0.1,dtnfk,Parcker
303,0,0.6,0.25,0.1,IlxxxlI,bclever
304,3,9.28,1.0,0.5,Pimpika,hunting2aces
305,2,3.43,0.25,0.1,IlxxxlI,Parcker
306,0,0.2,0.25,0.1,Ice Bank Mice Elf,joeyzzz
307,0,2.5,1.0,0.5,ThxBro,WomboComboAA
308,0,0.6,0.25,0.1,Parcker,IlxxxlI
309,3,10.93,1.0,0.5,Gargantuatua,Portly23
310,1,4.28,1.0,0.5,AironVega,Pimpika
311,0,2.5,1.0,0.5,gust,Portly23
312,0,0.5,0.25,0.1,FirstClan,dtnfk
313,0,2.5,1.0,0.5,l3ae,Gargantuatua
314,0,0.6,0.25,0.1,dtnfk,Parcker
315,0,5.5,1.0,0.5,FirstClan,ThxBro
